Ticker,RSI,MACD,Signal_Line,EMA12,Signal,Prediction,Model_Accuracy
IMI.L,31.354313149248597,-71.97104616627803,-67.08879651315515,1728.0385898399172,No Signal,Down,0.411
IMB.L,61.48969889064977,46.90892951081969,31.31679500686952,2890.4049701286585,No Signal,Down,0.56
INF.L,33.66867886264977,-30.003510521751082,-31.400944230483017,701.6879080486501,Buy,Down,0.589
ICG.L,36.01286173633441,-104.53998977121455,-113.6215895306109,1774.3073162057028,Buy,Down,0.357
IAG.L,27.536229418708146,-15.530782437486948,-17.282114775530513,251.0806158427647,Buy,Down,0.435
ITRK.L,36.76470588235295,-148.91401923367357,-154.86183066301894,4535.782130956785,Buy,Down,0.554
JD.L,54.08602307112688,-0.8219005435766888,-1.9526058506591693,72.00091980831331,No Signal,Down,0.554
KGF.L,64.85061930878982,1.742495709003606,0.062201504466587954,257.9916825314644,No Signal,Down,0.482
LAND.L,56.078223709317825,-1.5091549176435137,-6.399685598514255,547.2470523698305,No Signal,Down,0.554
LGEN.L,52.39948891966594,-0.3116698599771155,-2.1776993185176243,237.54739150901085,No Signal,Down,0.625
LLOY.L,42.905111826632144,-0.026231727616249145,-0.10322062613130592,69.03734200502677,No Signal,Down,0.482
LMP.L,57.090236202107285,1.2434365135745225,-0.23977151421078055,183.52219064057496,No Signal,Down,0.5
LSEG.L,47.707960883760784,-14.643678610458664,-47.42466852922421,11218.76628356513,No Signal,Down,0.446
MNG.L,44.38738223970037,-5.5609524545571105,-6.485611712057752,191.53295377682164,No Signal,Down,0.482
MKS.L,82.17930674230125,13.886246012403035,8.200477454166098,382.7122461557231,No Signal,Down,0.536
MRO.L,31.247162764845513,-35.794853618940465,-37.29303055553916,429.19614637250635,Buy,Down,0.339
MNDI.L,39.90431922260861,-34.30286304591141,-40.055685153483246,1101.8704657330256,Buy,Down,0.571
NG.L,62.54965580936048,22.043285416079243,14.65656045961845,1030.308591645649,No Signal,Down,0.518
NWG.L,49.85734880573295,-0.5585471662073473,-2.8496719654548595,445.5342678442817,No Signal,Down,0.554
NXT.L,69.41391941391942,488.1913920139723,398.27162175760304,11472.395228964455,No Signal,Down,0.732
PSON.L,38.074398249452955,-26.596817983314168,-29.62478317527588,1177.9453847990392,Buy,Down,0.446
PSH.L,36.36363636363636,-157.43861696149088,-154.94097278045038,3437.276280656103,No Signal,Down,0.482
PSN.L,51.45385587863464,-5.947988846543694,-12.071751261569226,1167.8994253557719,No Signal,Down,0.464
PHNX.L,52.24341436034652,6.344940873925225,4.225564709198148,557.2821598296925,No Signal,Down,0.5
PCT.L,37.674418604651166,-12.420016392284936,-13.97007794808386,277.67177808055334,Buy,Down,0.589
PRU.L,41.37931281895763,-0.2644379656610454,1.9704221428252204,764.4623646876174,No Signal,Down,0.518
RKT.L,36.01566359470555,-90.63393589873158,-79.68833036407025,4934.215300435633,No Signal,Down,0.518
REL.L,52.610441767068274,3.870573502195384,-16.869794935162506,3818.2979072560975,No Signal,Down,0.464
RTO.L,50.023807138063745,-6.266455385797315,-8.841673880852085,336.45739727031895,No Signal,Down,0.536
RMV.L,62.766943771156164,15.180548111419284,8.653934238450699,713.2984557147397,No Signal,Down,0.464
RIO.L,34.35039370078739,-133.164792960637,-139.07387184482425,4382.207715984812,Buy,Down,0.571
RR.L,41.67391286433864,-8.807554123446266,-6.328960817783103,715.3687427125055,No Signal,Down,0.411
SGE.L,43.872919818456886,-18.468300181371433,-22.395888180580798,1166.4798150124577,No Signal,Down,0.571
SBRY.L,63.60758439295836,0.3125180119011475,-2.5461776847031308,242.0747113098146,No Signal,Down,0.5
SDR.L,30.05365691077371,-16.82155265920136,-16.540597956066613,318.4137807986381,No Signal,Down,0.554
SMT.L,33.828490323080516,-34.12934579261969,-35.67663390093348,881.4583931152415,Buy,Down,0.518
SGRO.L,48.87405685685808,-8.718885396635983,-12.858330905571385,662.5057934946227,No Signal,Down,0.554
SVT.L,66.26506024096386,58.88676497010783,37.545496402338955,2619.8470935973364,No Signal,Down,0.482
SHEL.L,27.44479495268139,-81.00121233862046,-62.95605988937983,2451.741771237628,No Signal,Down,0.464
SMIN.L,37.299816114841036,-50.907077558256105,-50.6508830899815,1816.610607364517,No Signal,Down,0.554
SN.L,33.10130845603699,-29.668277156254135,-25.138431840946325,1001.8032081845249,No Signal,Down,0.472
SPX.L,36.29807692307693,-297.1003824129584,-334.6557646965884,5948.449295426173,Buy,Down,0.482
SSE.L,53.56037151702786,18.740270474781937,11.608039593247913,1582.7136138138885,No Signal,Down,0.536
STAN.L,35.58337137230325,-46.299263070355096,-48.20890881486139,1008.3346154129193,Buy,Down,0.464
STJ.L,36.72271310576609,-40.050190616067994,-44.00046526623983,886.4351372789802,Buy,Down,0.411
TW.L,55.6122483403477,-1.053332436699847,-1.8812607148620146,108.06317266324211,No Signal,Down,0.554
TSCO.L,60.18265960070734,-2.5653784702991516,-6.412150121695516,338.9308254463842,No Signal,Down,0.589
ULVR.L,60.85232903865213,45.82948535671403,26.471889585751036,4665.657958453969,No Signal,Down,0.589
UU.L,70.32136105860114,29.168487646215226,19.929217734214863,1063.6092553531412,No Signal,Down,0.536
UTG.L,60.9715209399741,8.931824111493029,2.202597575689806,837.0279146940795,No Signal,Down,0.518
VOD.L,42.5486188009175,-0.6834278149672741,-0.8097170937637007,68.8351292447363,No Signal,Down,0.554
WEIR.L,34.88777196020983,-58.86435779338308,-60.717834811980524,2164.1743336976283,Buy,Down,0.554
WTB.L,55.11022044088176,-21.391718065377518,-38.34207343233683,2488.9768494100276,No Signal,Down,0.464
WPP.L,36.74752774687023,-29.89709341617845,-34.23307764146157,546.9878031885651,Buy,Down,0.429
