Ticker,RSI,MACD,Signal_Line,EMA12,Signal,Prediction,Model_Accuracy
CB,40.68668516059065,-0.7535120828379149,0.2980238050542572,286.34058972749006,No Signal,Down,0.541
CHD,41.99487040974994,-1.0860228206448426,-0.9541054819590244,105.04075811128492,No Signal,Down,0.378
CI,54.43147682593934,4.044709435506661,4.259352219897561,326.6621128090081,No Signal,Down,0.486
CINF,32.816952570137005,-2.9027605687219875,-2.1244441271138634,134.50713884039175,No Signal,Down,0.324
CTAS,52.423658703846876,1.6459925966139224,0.8423319727604213,203.51214434170794,No Signal,Down,0.432
CSCO,37.04352533559756,-1.3167128753771848,-1.2173185135459916,57.048190479957334,No Signal,Down,0.568
C,38.51394889493839,-2.7998564077611334,-2.9137948723616516,63.78903503785488,Buy,Down,0.649
CFG,36.8708956256387,-1.8876519649046273,-1.8543708321216674,36.39585419254723,No Signal,Down,0.486
CLX,38.367945002889,-2.5505203193793022,-2.3425610604992078,140.93016759029115,No Signal,Down,0.541
CME,50.3460568326295,1.3758455514712296,1.584255281532451,260.786790181983,No Signal,Down,0.568
CMS,45.13411077183192,0.04080137257692229,0.17556799308257282,72.58055653311126,No Signal,Down,0.432
KO,58.843306880980826,0.7439878446027706,0.595041539605075,71.29852452952119,No Signal,Down,0.595
CTSH,36.85924207053866,-2.795173586535853,-2.819181843367065,71.281260341198,Buy,Down,0.486
CL,57.407869767533974,0.8414832974223287,0.5415248914529909,92.75519962910933,No Signal,Down,0.378
CMCSA,39.1343047070069,-0.5300818412431028,-0.4006743067348029,34.350926216147016,No Signal,Down,0.649
CAG,39.730659623828984,-0.1404305968829469,-0.021443483152237482,25.701393143432842,No Signal,Down,0.622
COP,36.97217014549745,-3.3902055769545143,-2.6095629418744912,89.45087295230974,No Signal,Down,0.541
ED,57.510153599649804,1.9889512842633223,1.9541423957820159,109.92237941969283,No Signal,Down,0.432
STZ,53.65730168495521,1.2282797033460326,0.6285414436607082,182.93322035202982,No Signal,Down,0.595
CEG,50.49887603743921,-7.41695781878343,-10.698701977841964,204.41621270690547,No Signal,Down,0.541
COO,42.5052871546437,-1.8814858743641452,-2.366247016780122,78.21137008764703,No Signal,Down,0.649
CPRT,67.32975855037998,1.206959598972709,0.7504195372569029,58.2503887398767,No Signal,Down,0.649
GLW,37.30994277285622,-1.7262154306665067,-1.70912599049088,42.2163454081394,No Signal,Down,0.541
CPAY,38.79178213180804,-12.225398725027048,-11.866459798703314,313.1872627242228,No Signal,Down,0.486
CTVA,46.53725253008827,-0.6282140279209543,-0.6815901919214765,59.45593380962349,No Signal,Down,0.324
CSGP,50.653703595715065,0.3106715460299512,0.06638821441017766,78.29206850348866,No Signal,Down,0.73
COST,65.47937077640555,4.792917192109712,-3.264274492523789,961.9358581236744,No Signal,Down,0.514
CTRA,33.647066004136036,-0.6566585541106669,-0.5025536858931113,25.94908909145191,No Signal,Down,0.568
CRWD,55.1288469142325,2.310520030271732,-2.1197430005404687,369.31343961560094,No Signal,Down,0.459
CCI,49.9813462514218,0.6755795078548203,0.8600043976398017,100.26042611836624,No Signal,Down,0.459
CSX,41.269837942876414,-0.7716959804401959,-0.7977264204828425,28.06125594627755,No Signal,Down,0.432
CMI,36.61374770217615,-14.41780138947314,-14.545953846071175,289.85917067726916,Buy,Down,0.378
CVS,50.473788719293246,0.9544507877690904,1.0953715802165767,68.02424447400794,No Signal,Down,0.595
DHR,39.309804230984625,-5.779063789301688,-5.747525996459965,190.82265276116274,No Signal,Down,0.595
DRI,46.64810975578998,0.711411408293884,0.7400455815328673,197.25750429414592,No Signal,Down,0.514
DVA,38.322245669795834,-1.5139100787939412,-0.5648066577926789,147.6648350176761,No Signal,Down,0.595
DAY,41.33333227369503,-1.3057881481340061,-1.4941197625715745,55.144469105288906,No Signal,Down,0.541
DECK,45.317222119779885,-6.916987703271204,-7.86009789244459,108.03879570504374,No Signal,Down,0.595
DE,46.52719912558865,-5.164621670348993,-6.052272983526924,454.26854988529,No Signal,Down,0.432
DELL,43.93718923377402,-4.2025115853474375,-4.9740045498586065,84.09994755764457,No Signal,Down,0.649
DAL,44.33067702975622,-2.9899492057925983,-3.6003655866902617,41.0904454825136,No Signal,Down,0.568
DVN,35.87385029591479,-1.751672352793186,-1.439455272762387,30.386618364960924,No Signal,Down,0.649
DXCM,51.666000001225115,-2.188261698405185,-3.189701003725162,67.36714185029084,No Signal,Down,0.622
FANG,39.435124937238534,-6.6375179049264545,-6.076878349842467,134.32134628575596,No Signal,Down,0.405
DLR,60.57197888312089,-1.412636726465962,-2.800924813495521,145.75303569842015,No Signal,Down,0.432
DFS,50.45135839109708,-3.782231003811006,-4.403361465026111,159.61260068705005,No Signal,Down,0.649
DG,63.672886931342255,2.8329367492423643,2.9600908356297806,89.03277001130739,No Signal,Down,0.514
DLTR,58.223939376443646,1.2677985298356589,0.7023692907822501,73.05568007937032,No Signal,Down,0.622
D,43.564338539293445,-0.48781608657957776,-0.4990002758459353,53.256951737448574,No Signal,Down,0.459
DPZ,57.62118951193225,1.795136583243675,0.18196222571637993,460.65016114748914,No Signal,Down,0.541
DASH,49.117839867066806,-2.423902441927993,-2.9867874028481136,180.25309360777428,No Signal,Down,0.595
DOV,38.68224699883046,-6.486720217256703,-6.892679505172499,163.8462736258692,Buy,Down,0.649
DOW,34.87578399441304,-2.3885335636844545,-2.2099458621411587,29.273259283757838,No Signal,Down,0.514
DHI,44.8094648580918,-2.8263745794186548,-2.623321121744386,121.32674484535858,No Signal,Down,0.514
DTE,44.55659034890034,-0.09531089043514385,0.21849433356651987,132.47679981885997,No Signal,Down,0.622
DUK,55.37078146205845,0.8047086387168889,0.7021981186368459,119.58479649899184,No Signal,Down,0.622
DD,31.89992390489762,-4.765102277812659,-4.3778825674075925,62.321415593816624,No Signal,Down,0.676
EMN,36.11336309173865,-4.077338264830914,-4.003943533416033,79.18872479377812,No Signal,Down,0.486
ETN,47.56513470745874,-5.610588990004601,-6.82038041580646,272.2048927319195,No Signal,Down,0.432
EBAY,47.33095642556996,-0.3653572010182131,-0.6320275516043307,64.87316977140674,No Signal,Down,0.541
ECL,41.27549450283466,-5.103733040419428,-4.986501210272745,239.229173193598,No Signal,Down,0.459
EIX,50.271484995268615,0.18706729132264144,0.12457460925755703,56.362254465808235,No Signal,Down,0.514
EW,51.82997351780793,-0.16249408617568406,-0.3294035660365939,70.38860596003941,No Signal,Down,0.486
EA,52.065614650663164,1.3677919064266462,1.1478027933775996,142.35706032400276,No Signal,Down,0.541
ELV,46.1162523771943,5.044516389358307,6.8032844832666415,433.349575455369,No Signal,Down,0.568
EMR,39.84322577282859,-4.213708113407677,-4.2514430821510185,101.54003510046519,Buy,Down,0.622
ENPH,35.599112549137004,-2.5420938738222176,-2.1010207768168714,54.3065470579579,No Signal,Down,0.459
ETR,46.75765814833058,-0.35425591193224193,-0.42125456553133694,82.39744590926787,No Signal,Down,0.541
EOG,36.523059420778736,-4.74491341835882,-4.11444320090807,111.16636661917197,No Signal,Down,0.568
EPAM,34.013812465461,-12.579784065203995,-13.688970689489153,153.1283692109069,Buy,Down,0.622
EQT,44.468665416581786,-0.25745119822713747,-0.23718298156377804,50.40230870809355,No Signal,Down,0.514
EFX,39.51879008008095,-6.352807804020472,-6.285742274332455,223.82097917796074,No Signal,Down,0.486
EQIX,47.335246077179065,-21.766429988160212,-24.81073896608741,787.9701001589831,No Signal,Down,0.676
EQR,44.66954761796339,-0.9449708348062842,-1.104585489239223,66.91033162928954,No Signal,Down,0.568
ERIE,50.69300568309354,-0.25047002123551465,-1.323772700099646,411.3599716640659,No Signal,Down,0.595
ESS,35.96650922907732,-7.071922143763516,-6.045946383047205,275.6803617522948,No Signal,Down,0.568
EL,35.618604095623326,-4.061193486317883,-3.807714637438698,56.24953320286366,No Signal,Down,0.486
EG,43.35024342044597,-1.6564288192623735,-1.3003524985555075,349.18413153756296,No Signal,Down,0.459
EVRG,52.17013808404252,0.17135325934729906,0.08898432316214093,67.14194813243738,No Signal,Down,0.486
ES,38.915670901283534,-0.8844314451437114,-0.7750803237657218,57.95593596205867,No Signal,Down,0.514
EXC,63.52065779376469,0.8260957381063392,0.7173238556900675,45.957290450779276,No Signal,Down,0.432
EXE,43.19634327779318,-0.21993114399205638,0.04428914969118932,104.6527492595827,No Signal,Down,0.568
EXPE,38.85601043656779,-7.004081741946152,-7.462633536481876,153.31861980042106,Buy,Down,0.514
EXPD,34.57987128802803,-2.596063986112398,-1.9356712662324087,109.98284462584678,No Signal,Down,0.568
EXR,45.468008741647985,-3.0107843667530574,-3.436684936308934,138.48694428797256,No Signal,Down,0.595
XOM,35.795003740507624,-2.3294843575315554,-1.6748045261743938,106.16521515249191,No Signal,Down,0.541
FFIV,47.18812475758714,-4.15032279107885,-5.355149922780788,259.4019862940333,No Signal,Down,0.405
FDS,41.85242992961924,-4.958179111470315,-5.658834446554616,428.57977635706044,No Signal,Down,0.622
FICO,55.70822121527313,17.435283403099675,4.328923508232271,1864.6502857495148,No Signal,Down,0.432
FAST,61.86923653240866,1.2427732076828022,0.6235158978275331,78.70519233267063,No Signal,Down,0.459
FRT,46.71010196204719,-1.946874838834006,-2.475430966208558,92.00164669214519,No Signal,Down,0.541
FDX,33.00497330243314,-11.256797703314533,-10.388903228755659,213.31483433238063,No Signal,Down,0.568
FIS,51.572540268471094,-0.42652553120366576,-0.418841060785547,71.57737191402038,No Signal,Down,0.568
FITB,35.80409361892495,-1.5628922751490038,-1.5078140788103194,35.176212870086104,No Signal,Down,0.568
FSLR,50.503819589396464,-3.187213608503356,-4.0227450816285515,127.43791139170014,No Signal,Down,0.432
FE,62.06897847699386,0.3914730059274163,0.1557824434847221,40.49160617936428,No Signal,Down,0.568
FI,44.95201905214427,-3.096002660147491,-3.299549820784157,210.2290986489474,No Signal,Down,0.568
F,48.98419699336432,-0.0807301588241458,-0.06564357489125197,9.516238093596703,No Signal,Down,0.459
FTNT,49.44299455616782,-0.9863401024017122,-1.647061204356697,95.95347160393322,No Signal,Down,0.595
FTV,36.817033988970266,-2.914703728356713,-2.8133699608943794,66.73476620411165,No Signal,Down,0.514
FOXA,35.55555772917245,-1.4480689028059714,-1.0467827104155416,50.06069549061014,No Signal,Down,0.514
FOX,36.458799427222154,-1.3842731076255959,-1.0518051466104792,46.41471188868421,No Signal,Down,0.324
BEN,40.259740617182594,-0.4944653936455765,-0.46358057830645794,17.98752255834686,No Signal,Down,0.486
FCX,37.98127293571691,-1.4632547840770869,-1.37025275933755,33.57859375055261,No Signal,Down,0.541
GRMN,37.063639046408554,-6.869945692108928,-6.736366120552723,192.74627710097872,No Signal,Down,0.541
IT,43.6153807690854,-16.091313936466975,-19.332628437663367,404.0736951662347,No Signal,Down,0.622
GE,38.0688507201177,-4.820527577381341,-4.4743786621194825,184.80521483559312,No Signal,Down,0.541
GEHC,27.067084795459976,-5.829582193435684,-5.383539910998531,65.68564629246666,No Signal,Down,0.568
GEV,55.708972883218564,-0.1739049510557038,-3.782472881210939,316.93375280830185,No Signal,Down,0.595
GEN,38.072296299836935,-0.7727876606827095,-0.7046423470541815,24.89297454509762,No Signal,Down,0.432
GNRC,36.44859674778592,-6.34079252044512,-6.272200142037213,114.28149867445626,No Signal,Down,0.486
GD,56.03546522052665,3.956881001566046,2.769838524827755,271.08509569699794,No Signal,Down,0.351
GIS,46.53905990562965,-0.5305584182218936,-0.4694071656485826,57.86015767701606,No Signal,Down,0.622
GM,42.94314033087594,-1.1293577118694884,-1.0194797701352922,45.0040690057607,No Signal,Down,0.649
GPC,43.85718174102409,-1.9723943688269259,-1.872866442246527,114.70642932996223,No Signal,Down,0.514
GILD,35.08843947325474,-1.1725176743359924,-0.6995723486101872,105.91732938807027,No Signal,Down,0.703
GPN,25.876894952059175,-5.335767220355578,-4.035140351675279,84.71272595391709,No Signal,Down,0.486
GL,40.171299411056104,-1.3255479512552597,-0.9222733200645626,121.91065410017916,No Signal,Down,0.486
GDDY,42.526309364720404,-2.6797460404488618,-3.0008892434871655,172.60716353949124,No Signal,Down,0.595
GS,42.99228939946954,-19.674517498752436,-21.555183298011244,507.9691437412242,No Signal,Down,0.541
HAL,40.902582995277676,-1.035622920526336,-1.0523789690464151,21.93466166302877,No Signal,Down,0.514
HIG,42.59383593936164,-0.36073781380666503,-0.1041627284545597,117.21790489051907,No Signal,Down,0.541
HAS,35.46852155185594,-2.471644167899896,-2.100070915717468,54.043177198220064,No Signal,Down,0.459
HCA,44.18037506352651,1.7928690330032282,3.0076082342745503,335.6307108587102,No Signal,Down,0.595
DOC,35.2921585363074,-0.4225173256884034,-0.39486777304327597,18.72925086276221,No Signal,Down,0.622
HSIC,39.92750697154724,-2.0680610163765465,-2.056235378219352,65.3248503209348,No Signal,Down,0.514
HSY,45.844977767161474,-0.7675489057563141,-0.9040000308398705,166.09985059263113,No Signal,Down,0.514
HES,28.256446034932736,-6.059296832731889,-4.088956335258416,134.38189427626654,No Signal,Down,0.541
HPE,46.7980319171726,-0.7071929141642261,-0.9648946877417065,14.623251805879288,No Signal,Down,0.541
HLT,39.39688361169235,-8.2849671100889,-8.591674112589054,213.73232568953276,Buy,Down,0.514
HOLX,37.399471107123695,-1.4952753645949812,-1.3037146112854765,58.72566655090488,No Signal,Down,0.432
HD,48.392471177266835,-5.182763949101002,-6.150967702368201,353.651115246662,No Signal,Down,0.459
HON,41.17874679708601,-4.0740577932261886,-3.7224391899199953,198.40604739058074,No Signal,Down,0.486
HRL,53.93889551331165,0.23151825862978725,0.19847019182446402,30.091253136693368,No Signal,Down,0.541
HST,46.44713313410298,-0.4366623490474826,-0.4949672955205042,13.696802718847977,No Signal,Down,0.541
HWM,44.154900302124815,-1.4305344607777641,-1.3137031173556712,124.69949695243577,No Signal,Down,0.378
HPQ,35.30685868872452,-1.6510404689801383,-1.6874496535972658,24.29468360640138,Buy,Down,0.541
HUBB,53.16248224037389,-3.1557292923253044,-5.9409039400345485,339.9338053391349,No Signal,Down,0.432
HUM,49.94383392122553,4.595576683054958,4.136261559060853,277.15794624427156,No Signal,Down,0.541
HBAN,41.463413570410616,-0.5326932045337145,-0.5612549346386624,13.509989402242011,No Signal,Down,0.514
HII,59.787110939272154,5.9964639367853465,4.176304846428604,208.7686416308444,No Signal,Down,0.541
IBM,46.2505379492317,-3.158397982740354,-3.645977252493145,237.88621241419116,No Signal,Down,0.541
IEX,33.72984145432828,-6.019413717124536,-5.852611154886476,169.02718910555177,No Signal,Down,0.486
IDXX,48.66365488396691,-7.0928122867432535,-9.199351718497452,401.6752092420998,No Signal,Down,0.595
ITW,40.89501086161036,-6.522870638434341,-6.407270778407096,233.4837408804529,No Signal,Down,0.568
INCY,43.727036727619044,-2.232238415068686,-2.4116010274671518,58.86507954513228,No Signal,Down,0.541
IR,38.17134971295858,-3.062413867359652,-3.124494245943926,73.26062034783851,Buy,Down,0.622
PODD,44.020818397881214,-3.636198146760762,-3.0254545058573385,254.45157069734307,No Signal,Down,0.541
INTC,35.023779886574744,-0.9238902066920787,-0.675005179493757,20.242022465414173,No Signal,Down,0.486
ICE,27.907603132142725,-3.297963828776375,-2.655626954976194,160.29022756575347,No Signal,Down,0.541
IFF,42.877595295666076,-2.127222755060089,-2.119668474965262,73.11215373970026,No Signal,Down,0.649
IP,33.428983521094494,-1.8414981054494532,-1.5353349473911404,47.904279324921305,No Signal,Down,0.541
IPG,39.982942798210374,-0.7002837828343687,-0.6551407804427548,24.532959648284226,No Signal,Down,0.541
INTU,46.79062718290024,-3.4643038591545974,-3.483251643634304,587.6201533378293,No Signal,Down,0.486
ISRG,47.78265004658689,-10.039335461531948,-12.159220642453443,487.94100951896513,No Signal,Down,0.568
IVZ,34.17218387453633,-0.8866396889719272,-0.8484003848502399,13.291619672178623,No Signal,Down,0.514
INVH,45.385437712738764,-0.09567182883602499,-0.08986857989422585,32.88325733863019,No Signal,Down,0.541
IQV,29.127175971773127,-10.699325249790235,-9.615030317031087,153.64588084312692,No Signal,Down,0.568
IRM,48.58144799461443,-1.6178863320206887,-2.0914887766498844,83.27070274293973,No Signal,Down,0.568
JBHT,38.50550828589753,-6.6219174690525335,-6.004338414730265,135.32558807835963,No Signal,Down,0.378
JBL,49.192303820379585,-2.886982778387619,-4.11720345436983,133.08191796464646,No Signal,Down,0.432
JKHY,41.70349959306186,-1.2468412995938536,-0.7851528925628455,173.29713265991023,No Signal,Down,0.459
J,44.13489578602249,-2.157179686211009,-2.476173259275293,117.26790615774425,No Signal,Down,0.595
JNJ,43.007615371909814,-1.9367093128219324,-1.9985308732234204,154.72548627405754,No Signal,Down,0.568
JCI,45.280525144278705,-1.2419326965255948,-1.3421387190854364,77.45314434518579,No Signal,Down,0.541
JPM,44.750670118882006,-3.7552007288983873,-4.647784896398245,231.63334151694679,No Signal,Down,0.73
JNPR,33.20827610688886,-0.39770006856564066,-0.33494501489931067,34.809556162045986,No Signal,Down,0.568
K,47.89920276451902,0.02778839122025545,0.03393492141324641,82.28004963482853,No Signal,Down,0.351
KVUE,46.918474666763736,-0.07684225006524414,-0.09058329978297704,22.738120873254896,No Signal,Down,0.541
KDP,61.89111716531904,0.5466727265663422,0.48737373381191407,34.863322464017735,No Signal,Down,0.486
KEY,38.32061646652859,-0.5867241273755752,-0.5917261747228456,14.329828146066802,Buy,Down,0.486
KEYS,37.98287622752185,-6.155809759994298,-6.3465899811751045,137.70428729987253,Buy,Down,0.622
KMB,53.28534168269652,0.5183223104486387,0.30997391007445135,140.01153274652657,No Signal,Down,0.297
KIM,47.34374944120658,-0.26066482740183616,-0.3333625178081716,20.235340419393765,No Signal,Down,0.622
